#indeks,segment,pozycja,pokrycie
292,hRSV/A/England/397/2017,292,655
293,hRSV/A/England/397/2017,293,655
294,hRSV/A/England/397/2017,294,657
295,hRSV/A/England/397/2017,295,655
296,hRSV/A/England/397/2017,296,680
297,hRSV/A/England/397/2017,297,713
298,hRSV/A/England/397/2017,298,720
299,hRSV/A/England/397/2017,299,741
300,hRSV/A/England/397/2017,300,727
301,hRSV/A/England/397/2017,301,733
302,hRSV/A/England/397/2017,302,737
303,hRSV/A/England/397/2017,303,739
304,hRSV/A/England/397/2017,304,743
305,hRSV/A/England/397/2017,305,733
306,hRSV/A/England/397/2017,306,727
307,hRSV/A/England/397/2017,307,731
308,hRSV/A/England/397/2017,308,739
309,hRSV/A/England/397/2017,309,739
310,hRSV/A/England/397/2017,310,744
311,hRSV/A/England/397/2017,311,746
312,hRSV/A/England/397/2017,312,744
313,hRSV/A/England/397/2017,313,773
314,hRSV/A/England/397/2017,314,786
315,hRSV/A/England/397/2017,315,781
316,hRSV/A/England/397/2017,316,784
317,hRSV/A/England/397/2017,317,786
318,hRSV/A/England/397/2017,318,795
319,hRSV/A/England/397/2017,319,796
320,hRSV/A/England/397/2017,320,799
321,hRSV/A/England/397/2017,321,821
322,hRSV/A/England/397/2017,322,788
323,hRSV/A/England/397/2017,323,786
324,hRSV/A/England/397/2017,324,787
325,hRSV/A/England/397/2017,325,778
326,hRSV/A/England/397/2017,326,780
327,hRSV/A/England/397/2017,327,781
328,hRSV/A/England/397/2017,328,815
329,hRSV/A/England/397/2017,329,822
330,hRSV/A/England/397/2017,330,818
331,hRSV/A/England/397/2017,331,820
332,hRSV/A/England/397/2017,332,842
333,hRSV/A/England/397/2017,333,842
334,hRSV/A/England/397/2017,334,843
335,hRSV/A/England/397/2017,335,841
336,hRSV/A/England/397/2017,336,834
337,hRSV/A/England/397/2017,337,802
338,hRSV/A/England/397/2017,338,795
339,hRSV/A/England/397/2017,339,799
340,hRSV/A/England/397/2017,340,789
341,hRSV/A/England/397/2017,341,782
342,hRSV/A/England/397/2017,342,782
343,hRSV/A/England/397/2017,343,782
344,hRSV/A/England/397/2017,344,782
345,hRSV/A/England/397/2017,345,782
346,hRSV/A/England/397/2017,346,781
347,hRSV/A/England/397/2017,347,781
348,hRSV/A/England/397/2017,348,782
349,hRSV/A/England/397/2017,349,797
350,hRSV/A/England/397/2017,350,806
351,hRSV/A/England/397/2017,351,814
352,hRSV/A/England/397/2017,352,819
353,hRSV/A/England/397/2017,353,818
354,hRSV/A/England/397/2017,354,813
355,hRSV/A/England/397/2017,355,815
356,hRSV/A/England/397/2017,356,814
357,hRSV/A/England/397/2017,357,818
358,hRSV/A/England/397/2017,358,818
359,hRSV/A/England/397/2017,359,792
360,hRSV/A/England/397/2017,360,788
361,hRSV/A/England/397/2017,361,779
362,hRSV/A/England/397/2017,362,797
363,hRSV/A/England/397/2017,363,795
364,hRSV/A/England/397/2017,364,799
365,hRSV/A/England/397/2017,365,798
366,hRSV/A/England/397/2017,366,792
367,hRSV/A/England/397/2017,367,796
368,hRSV/A/England/397/2017,368,794
369,hRSV/A/England/397/2017,369,798
370,hRSV/A/England/397/2017,370,797
371,hRSV/A/England/397/2017,371,765
372,hRSV/A/England/397/2017,372,762
373,hRSV/A/England/397/2017,373,760
374,hRSV/A/England/397/2017,374,758
375,hRSV/A/England/397/2017,375,747
376,hRSV/A/England/397/2017,376,741
377,hRSV/A/England/397/2017,377,740
378,hRSV/A/England/397/2017,378,729
379,hRSV/A/England/397/2017,379,716
380,hRSV/A/England/397/2017,380,715
381,hRSV/A/England/397/2017,381,710
382,hRSV/A/England/397/2017,382,709
383,hRSV/A/England/397/2017,383,709
384,hRSV/A/England/397/2017,384,708
385,hRSV/A/England/397/2017,385,706
386,hRSV/A/England/397/2017,386,630
387,hRSV/A/England/397/2017,387,627
388,hRSV/A/England/397/2017,388,627
389,hRSV/A/England/397/2017,389,627
390,hRSV/A/England/397/2017,390,622
391,hRSV/A/England/397/2017,391,611
392,hRSV/A/England/397/2017,392,611
393,hRSV/A/England/397/2017,393,610
394,hRSV/A/England/397/2017,394,606
395,hRSV/A/England/397/2017,395,603
396,hRSV/A/England/397/2017,396,601
397,hRSV/A/England/397/2017,397,601
398,hRSV/A/England/397/2017,398,601
399,hRSV/A/England/397/2017,399,594
400,hRSV/A/England/397/2017,400,594
401,hRSV/A/England/397/2017,401,967
402,hRSV/A/England/397/2017,402,966
403,hRSV/A/England/397/2017,403,972
404,hRSV/A/England/397/2017,404,972
405,hRSV/A/England/397/2017,405,972
406,hRSV/A/England/397/2017,406,975
407,hRSV/A/England/397/2017,407,969
408,hRSV/A/England/397/2017,408,975
409,hRSV/A/England/397/2017,409,975
410,hRSV/A/England/397/2017,410,1024
411,hRSV/A/England/397/2017,411,1025
412,hRSV/A/England/397/2017,412,1024
413,hRSV/A/England/397/2017,413,1027
414,hRSV/A/England/397/2017,414,1029
415,hRSV/A/England/397/2017,415,1074
416,hRSV/A/England/397/2017,416,1075
417,hRSV/A/England/397/2017,417,1072
418,hRSV/A/England/397/2017,418,1047
419,hRSV/A/England/397/2017,419,1034
420,hRSV/A/England/397/2017,420,1047
421,hRSV/A/England/397/2017,421,1026
422,hRSV/A/England/397/2017,422,1040
423,hRSV/A/England/397/2017,423,1047
424,hRSV/A/England/397/2017,424,1031
425,hRSV/A/England/397/2017,425,1049
426,hRSV/A/England/397/2017,426,1037
427,hRSV/A/England/397/2017,427,1034
428,hRSV/A/England/397/2017,428,1036
429,hRSV/A/England/397/2017,429,1038
430,hRSV/A/England/397/2017,430,1056
431,hRSV/A/England/397/2017,431,1054
432,hRSV/A/England/397/2017,432,1050
433,hRSV/A/England/397/2017,433,1051
434,hRSV/A/England/397/2017,434,996
435,hRSV/A/England/397/2017,435,1013
436,hRSV/A/England/397/2017,436,1012
437,hRSV/A/England/397/2017,437,1020
438,hRSV/A/England/397/2017,438,1033
439,hRSV/A/England/397/2017,439,1012
440,hRSV/A/England/397/2017,440,1024
441,hRSV/A/England/397/2017,441,1024
442,hRSV/A/England/397/2017,442,1024
443,hRSV/A/England/397/2017,443,1035
444,hRSV/A/England/397/2017,444,988
445,hRSV/A/England/397/2017,445,983
446,hRSV/A/England/397/2017,446,961
447,hRSV/A/England/397/2017,447,907
448,hRSV/A/England/397/2017,448,900
449,hRSV/A/England/397/2017,449,889
450,hRSV/A/England/397/2017,450,704
451,hRSV/A/England/397/2017,451,707
452,hRSV/A/England/397/2017,452,710
453,hRSV/A/England/397/2017,453,716
454,hRSV/A/England/397/2017,454,718
455,hRSV/A/England/397/2017,455,720
456,hRSV/A/England/397/2017,456,726
457,hRSV/A/England/397/2017,457,731
458,hRSV/A/England/397/2017,458,742
459,hRSV/A/England/397/2017,459,742
460,hRSV/A/England/397/2017,460,747
461,hRSV/A/England/397/2017,461,748
462,hRSV/A/England/397/2017,462,748
463,hRSV/A/England/397/2017,463,753
464,hRSV/A/England/397/2017,464,755
465,hRSV/A/England/397/2017,465,768
466,hRSV/A/England/397/2017,466,768
467,hRSV/A/England/397/2017,467,769
468,hRSV/A/England/397/2017,468,771
469,hRSV/A/England/397/2017,469,773
470,hRSV/A/England/397/2017,470,787
471,hRSV/A/England/397/2017,471,794
472,hRSV/A/England/397/2017,472,795
473,hRSV/A/England/397/2017,473,802
474,hRSV/A/England/397/2017,474,802
475,hRSV/A/England/397/2017,475,804
476,hRSV/A/England/397/2017,476,828
477,hRSV/A/England/397/2017,477,832
478,hRSV/A/England/397/2017,478,837
479,hRSV/A/England/397/2017,479,837
480,hRSV/A/England/397/2017,480,845
481,hRSV/A/England/397/2017,481,845
482,hRSV/A/England/397/2017,482,855
483,hRSV/A/England/397/2017,483,861
484,hRSV/A/England/397/2017,484,877
485,hRSV/A/England/397/2017,485,874
486,hRSV/A/England/397/2017,486,871
487,hRSV/A/England/397/2017,487,873
488,hRSV/A/England/397/2017,488,877
489,hRSV/A/England/397/2017,489,880
490,hRSV/A/England/397/2017,490,884
491,hRSV/A/England/397/2017,491,877
492,hRSV/A/England/397/2017,492,872
493,hRSV/A/England/397/2017,493,839
494,hRSV/A/England/397/2017,494,840
495,hRSV/A/England/397/2017,495,854
496,hRSV/A/England/397/2017,496,854
497,hRSV/A/England/397/2017,497,857
498,hRSV/A/England/397/2017,498,855
499,hRSV/A/England/397/2017,499,848
500,hRSV/A/England/397/2017,500,844
501,hRSV/A/England/397/2017,501,845
502,hRSV/A/England/397/2017,502,845
503,hRSV/A/England/397/2017,503,848
504,hRSV/A/England/397/2017,504,847
505,hRSV/A/England/397/2017,505,841
506,hRSV/A/England/397/2017,506,842
507,hRSV/A/England/397/2017,507,843
508,hRSV/A/England/397/2017,508,845
509,hRSV/A/England/397/2017,509,824
510,hRSV/A/England/397/2017,510,824
511,hRSV/A/England/397/2017,511,836
512,hRSV/A/England/397/2017,512,839
513,hRSV/A/England/397/2017,513,845
514,hRSV/A/England/397/2017,514,845
515,hRSV/A/England/397/2017,515,845
516,hRSV/A/England/397/2017,516,851
517,hRSV/A/England/397/2017,517,842
518,hRSV/A/England/397/2017,518,853
519,hRSV/A/England/397/2017,519,847
520,hRSV/A/England/397/2017,520,849
521,hRSV/A/England/397/2017,521,854
522,hRSV/A/England/397/2017,522,873
523,hRSV/A/England/397/2017,523,870
524,hRSV/A/England/397/2017,524,871
525,hRSV/A/England/397/2017,525,864
526,hRSV/A/England/397/2017,526,870
527,hRSV/A/England/397/2017,527,864
528,hRSV/A/England/397/2017,528,875
529,hRSV/A/England/397/2017,529,873
530,hRSV/A/England/397/2017,530,861
531,hRSV/A/England/397/2017,531,833
532,hRSV/A/England/397/2017,532,839
533,hRSV/A/England/397/2017,533,794
534,hRSV/A/England/397/2017,534,810
535,hRSV/A/England/397/2017,535,812
536,hRSV/A/England/397/2017,536,815
537,hRSV/A/England/397/2017,537,814
538,hRSV/A/England/397/2017,538,792
539,hRSV/A/England/397/2017,539,752
540,hRSV/A/England/397/2017,540,777
541,hRSV/A/England/397/2017,541,774
542,hRSV/A/England/397/2017,542,773
543,hRSV/A/England/397/2017,543,771
544,hRSV/A/England/397/2017,544,754
545,hRSV/A/England/397/2017,545,783
546,hRSV/A/England/397/2017,546,760
547,hRSV/A/England/397/2017,547,761
548,hRSV/A/England/397/2017,548,753
549,hRSV/A/England/397/2017,549,715
550,hRSV/A/England/397/2017,550,724
551,hRSV/A/England/397/2017,551,722
552,hRSV/A/England/397/2017,552,724
553,hRSV/A/England/397/2017,553,724
554,hRSV/A/England/397/2017,554,717
555,hRSV/A/England/397/2017,555,717
556,hRSV/A/England/397/2017,556,717
557,hRSV/A/England/397/2017,557,715
558,hRSV/A/England/397/2017,558,697
559,hRSV/A/England/397/2017,559,696
560,hRSV/A/England/397/2017,560,703
561,hRSV/A/England/397/2017,561,735
562,hRSV/A/England/397/2017,562,738
563,hRSV/A/England/397/2017,563,711
564,hRSV/A/England/397/2017,564,708
565,hRSV/A/England/397/2017,565,714
566,hRSV/A/England/397/2017,566,690
567,hRSV/A/England/397/2017,567,689
568,hRSV/A/England/397/2017,568,691
569,hRSV/A/England/397/2017,569,686
570,hRSV/A/England/397/2017,570,682
571,hRSV/A/England/397/2017,571,675
572,hRSV/A/England/397/2017,572,696
573,hRSV/A/England/397/2017,573,695
574,hRSV/A/England/397/2017,574,717
575,hRSV/A/England/397/2017,575,717
576,hRSV/A/England/397/2017,576,716
577,hRSV/A/England/397/2017,577,714
578,hRSV/A/England/397/2017,578,713
579,hRSV/A/England/397/2017,579,717
580,hRSV/A/England/397/2017,580,726
581,hRSV/A/England/397/2017,581,721
582,hRSV/A/England/397/2017,582,714
583,hRSV/A/England/397/2017,583,712
584,hRSV/A/England/397/2017,584,709
585,hRSV/A/England/397/2017,585,701
586,hRSV/A/England/397/2017,586,699
587,hRSV/A/England/397/2017,587,697
588,hRSV/A/England/397/2017,588,698
589,hRSV/A/England/397/2017,589,690
590,hRSV/A/England/397/2017,590,690
591,hRSV/A/England/397/2017,591,698
592,hRSV/A/England/397/2017,592,701
593,hRSV/A/England/397/2017,593,701
594,hRSV/A/England/397/2017,594,706
595,hRSV/A/England/397/2017,595,706
596,hRSV/A/England/397/2017,596,743
597,hRSV/A/England/397/2017,597,738
598,hRSV/A/England/397/2017,598,743
599,hRSV/A/England/397/2017,599,743
600,hRSV/A/England/397/2017,600,739
601,hRSV/A/England/397/2017,601,745
602,hRSV/A/England/397/2017,602,744
603,hRSV/A/England/397/2017,603,743
604,hRSV/A/England/397/2017,604,742
605,hRSV/A/England/397/2017,605,731
606,hRSV/A/England/397/2017,606,740
607,hRSV/A/England/397/2017,607,739
608,hRSV/A/England/397/2017,608,771
609,hRSV/A/England/397/2017,609,779
610,hRSV/A/England/397/2017,610,774
611,hRSV/A/England/397/2017,611,768
612,hRSV/A/England/397/2017,612,769
613,hRSV/A/England/397/2017,613,829
614,hRSV/A/England/397/2017,614,829
615,hRSV/A/England/397/2017,615,836
616,hRSV/A/England/397/2017,616,843
617,hRSV/A/England/397/2017,617,816
618,hRSV/A/England/397/2017,618,826
619,hRSV/A/England/397/2017,619,826
620,hRSV/A/England/397/2017,620,818
621,hRSV/A/England/397/2017,621,819
622,hRSV/A/England/397/2017,622,804
623,hRSV/A/England/397/2017,623,800
624,hRSV/A/England/397/2017,624,795
625,hRSV/A/England/397/2017,625,793
626,hRSV/A/England/397/2017,626,819
627,hRSV/A/England/397/2017,627,823
628,hRSV/A/England/397/2017,628,826
629,hRSV/A/England/397/2017,629,818
630,hRSV/A/England/397/2017,630,813
631,hRSV/A/England/397/2017,631,816
632,hRSV/A/England/397/2017,632,811
633,hRSV/A/England/397/2017,633,841
634,hRSV/A/England/397/2017,634,896
635,hRSV/A/England/397/2017,635,901
636,hRSV/A/England/397/2017,636,891
637,hRSV/A/England/397/2017,637,902
638,hRSV/A/England/397/2017,638,900
639,hRSV/A/England/397/2017,639,901
640,hRSV/A/England/397/2017,640,902
641,hRSV/A/England/397/2017,641,901
642,hRSV/A/England/397/2017,642,883
643,hRSV/A/England/397/2017,643,883
644,hRSV/A/England/397/2017,644,878
645,hRSV/A/England/397/2017,645,878
646,hRSV/A/England/397/2017,646,873
647,hRSV/A/England/397/2017,647,880
648,hRSV/A/England/397/2017,648,881
649,hRSV/A/England/397/2017,649,894
650,hRSV/A/England/397/2017,650,891
651,hRSV/A/England/397/2017,651,888
652,hRSV/A/England/397/2017,652,886
653,hRSV/A/England/397/2017,653,885
654,hRSV/A/England/397/2017,654,899
655,hRSV/A/England/397/2017,655,895
656,hRSV/A/England/397/2017,656,903
657,hRSV/A/England/397/2017,657,904
658,hRSV/A/England/397/2017,658,887
659,hRSV/A/England/397/2017,659,887
660,hRSV/A/England/397/2017,660,884
661,hRSV/A/England/397/2017,661,884
662,hRSV/A/England/397/2017,662,882
663,hRSV/A/England/397/2017,663,874
664,hRSV/A/England/397/2017,664,877
665,hRSV/A/England/397/2017,665,861
666,hRSV/A/England/397/2017,666,859
667,hRSV/A/England/397/2017,667,854
668,hRSV/A/England/397/2017,668,853
669,hRSV/A/England/397/2017,669,843
670,hRSV/A/England/397/2017,670,846
671,hRSV/A/England/397/2017,671,845
672,hRSV/A/England/397/2017,672,856
673,hRSV/A/England/397/2017,673,846
674,hRSV/A/England/397/2017,674,848
675,hRSV/A/England/397/2017,675,842
676,hRSV/A/England/397/2017,676,841
677,hRSV/A/England/397/2017,677,835
678,hRSV/A/England/397/2017,678,828
679,hRSV/A/England/397/2017,679,816
680,hRSV/A/England/397/2017,680,818
681,hRSV/A/England/397/2017,681,790
682,hRSV/A/England/397/2017,682,777
683,hRSV/A/England/397/2017,683,779
684,hRSV/A/England/397/2017,684,774
685,hRSV/A/England/397/2017,685,772
686,hRSV/A/England/397/2017,686,759
687,hRSV/A/England/397/2017,687,750
688,hRSV/A/England/397/2017,688,750
689,hRSV/A/England/397/2017,689,750
690,hRSV/A/England/397/2017,690,749
691,hRSV/A/England/397/2017,691,747
692,hRSV/A/England/397/2017,692,717
693,hRSV/A/England/397/2017,693,717
694,hRSV/A/England/397/2017,694,715
695,hRSV/A/England/397/2017,695,714
696,hRSV/A/England/397/2017,696,714
