#indeks,segment,pozycja,pokrycie
292,hRSV/A/England/397/2017,292,672
293,hRSV/A/England/397/2017,293,672
294,hRSV/A/England/397/2017,294,672
295,hRSV/A/England/397/2017,295,666
296,hRSV/A/England/397/2017,296,675
297,hRSV/A/England/397/2017,297,688
298,hRSV/A/England/397/2017,298,697
299,hRSV/A/England/397/2017,299,716
300,hRSV/A/England/397/2017,300,703
301,hRSV/A/England/397/2017,301,706
302,hRSV/A/England/397/2017,302,710
303,hRSV/A/England/397/2017,303,710
304,hRSV/A/England/397/2017,304,725
305,hRSV/A/England/397/2017,305,720
306,hRSV/A/England/397/2017,306,710
307,hRSV/A/England/397/2017,307,715
308,hRSV/A/England/397/2017,308,726
309,hRSV/A/England/397/2017,309,728
310,hRSV/A/England/397/2017,310,740
311,hRSV/A/England/397/2017,311,741
312,hRSV/A/England/397/2017,312,739
313,hRSV/A/England/397/2017,313,770
314,hRSV/A/England/397/2017,314,781
315,hRSV/A/England/397/2017,315,777
316,hRSV/A/England/397/2017,316,781
317,hRSV/A/England/397/2017,317,780
318,hRSV/A/England/397/2017,318,785
319,hRSV/A/England/397/2017,319,787
320,hRSV/A/England/397/2017,320,788
321,hRSV/A/England/397/2017,321,805
322,hRSV/A/England/397/2017,322,787
323,hRSV/A/England/397/2017,323,787
324,hRSV/A/England/397/2017,324,789
325,hRSV/A/England/397/2017,325,787
326,hRSV/A/England/397/2017,326,790
327,hRSV/A/England/397/2017,327,789
328,hRSV/A/England/397/2017,328,814
329,hRSV/A/England/397/2017,329,829
330,hRSV/A/England/397/2017,330,823
331,hRSV/A/England/397/2017,331,827
332,hRSV/A/England/397/2017,332,844
333,hRSV/A/England/397/2017,333,844
334,hRSV/A/England/397/2017,334,844
335,hRSV/A/England/397/2017,335,846
336,hRSV/A/England/397/2017,336,838
337,hRSV/A/England/397/2017,337,796
338,hRSV/A/England/397/2017,338,790
339,hRSV/A/England/397/2017,339,792
340,hRSV/A/England/397/2017,340,787
341,hRSV/A/England/397/2017,341,778
342,hRSV/A/England/397/2017,342,777
343,hRSV/A/England/397/2017,343,779
344,hRSV/A/England/397/2017,344,777
345,hRSV/A/England/397/2017,345,775
346,hRSV/A/England/397/2017,346,772
347,hRSV/A/England/397/2017,347,771
348,hRSV/A/England/397/2017,348,770
349,hRSV/A/England/397/2017,349,790
350,hRSV/A/England/397/2017,350,800
351,hRSV/A/England/397/2017,351,804
352,hRSV/A/England/397/2017,352,804
353,hRSV/A/England/397/2017,353,802
354,hRSV/A/England/397/2017,354,802
355,hRSV/A/England/397/2017,355,802
356,hRSV/A/England/397/2017,356,800
357,hRSV/A/England/397/2017,357,800
358,hRSV/A/England/397/2017,358,799
359,hRSV/A/England/397/2017,359,770
360,hRSV/A/England/397/2017,360,772
361,hRSV/A/England/397/2017,361,761
362,hRSV/A/England/397/2017,362,785
363,hRSV/A/England/397/2017,363,781
364,hRSV/A/England/397/2017,364,779
365,hRSV/A/England/397/2017,365,778
366,hRSV/A/England/397/2017,366,777
367,hRSV/A/England/397/2017,367,780
368,hRSV/A/England/397/2017,368,776
369,hRSV/A/England/397/2017,369,775
370,hRSV/A/England/397/2017,370,776
371,hRSV/A/England/397/2017,371,752
372,hRSV/A/England/397/2017,372,744
373,hRSV/A/England/397/2017,373,741
374,hRSV/A/England/397/2017,374,739
375,hRSV/A/England/397/2017,375,731
376,hRSV/A/England/397/2017,376,712
377,hRSV/A/England/397/2017,377,712
378,hRSV/A/England/397/2017,378,701
379,hRSV/A/England/397/2017,379,677
380,hRSV/A/England/397/2017,380,673
381,hRSV/A/England/397/2017,381,672
382,hRSV/A/England/397/2017,382,673
383,hRSV/A/England/397/2017,383,673
384,hRSV/A/England/397/2017,384,672
385,hRSV/A/England/397/2017,385,672
386,hRSV/A/England/397/2017,386,623
387,hRSV/A/England/397/2017,387,621
388,hRSV/A/England/397/2017,388,621
389,hRSV/A/England/397/2017,389,621
390,hRSV/A/England/397/2017,390,615
391,hRSV/A/England/397/2017,391,605
392,hRSV/A/England/397/2017,392,605
393,hRSV/A/England/397/2017,393,606
394,hRSV/A/England/397/2017,394,592
395,hRSV/A/England/397/2017,395,591
396,hRSV/A/England/397/2017,396,591
397,hRSV/A/England/397/2017,397,591
398,hRSV/A/England/397/2017,398,589
399,hRSV/A/England/397/2017,399,585
400,hRSV/A/England/397/2017,400,585
401,hRSV/A/England/397/2017,401,952
402,hRSV/A/England/397/2017,402,952
403,hRSV/A/England/397/2017,403,955
404,hRSV/A/England/397/2017,404,953
405,hRSV/A/England/397/2017,405,952
406,hRSV/A/England/397/2017,406,953
407,hRSV/A/England/397/2017,407,952
408,hRSV/A/England/397/2017,408,964
409,hRSV/A/England/397/2017,409,962
410,hRSV/A/England/397/2017,410,1018
411,hRSV/A/England/397/2017,411,1020
412,hRSV/A/England/397/2017,412,1022
413,hRSV/A/England/397/2017,413,1022
414,hRSV/A/England/397/2017,414,1019
415,hRSV/A/England/397/2017,415,1054
416,hRSV/A/England/397/2017,416,1057
417,hRSV/A/England/397/2017,417,1058
418,hRSV/A/England/397/2017,418,1019
419,hRSV/A/England/397/2017,419,1007
420,hRSV/A/England/397/2017,420,1015
421,hRSV/A/England/397/2017,421,995
422,hRSV/A/England/397/2017,422,1005
423,hRSV/A/England/397/2017,423,1012
424,hRSV/A/England/397/2017,424,993
425,hRSV/A/England/397/2017,425,1013
426,hRSV/A/England/397/2017,426,1002
427,hRSV/A/England/397/2017,427,1000
428,hRSV/A/England/397/2017,428,1000
429,hRSV/A/England/397/2017,429,1003
430,hRSV/A/England/397/2017,430,1020
431,hRSV/A/England/397/2017,431,1018
432,hRSV/A/England/397/2017,432,1012
433,hRSV/A/England/397/2017,433,1014
434,hRSV/A/England/397/2017,434,962
435,hRSV/A/England/397/2017,435,986
436,hRSV/A/England/397/2017,436,989
437,hRSV/A/England/397/2017,437,995
438,hRSV/A/England/397/2017,438,1024
439,hRSV/A/England/397/2017,439,1001
440,hRSV/A/England/397/2017,440,1009
441,hRSV/A/England/397/2017,441,1012
442,hRSV/A/England/397/2017,442,1008
443,hRSV/A/England/397/2017,443,1016
444,hRSV/A/England/397/2017,444,984
445,hRSV/A/England/397/2017,445,980
446,hRSV/A/England/397/2017,446,961
447,hRSV/A/England/397/2017,447,913
448,hRSV/A/England/397/2017,448,921
449,hRSV/A/England/397/2017,449,916
450,hRSV/A/England/397/2017,450,706
451,hRSV/A/England/397/2017,451,713
452,hRSV/A/England/397/2017,452,715
453,hRSV/A/England/397/2017,453,716
454,hRSV/A/England/397/2017,454,716
455,hRSV/A/England/397/2017,455,719
456,hRSV/A/England/397/2017,456,720
457,hRSV/A/England/397/2017,457,736
458,hRSV/A/England/397/2017,458,742
459,hRSV/A/England/397/2017,459,742
460,hRSV/A/England/397/2017,460,756
461,hRSV/A/England/397/2017,461,756
462,hRSV/A/England/397/2017,462,760
463,hRSV/A/England/397/2017,463,761
464,hRSV/A/England/397/2017,464,765
465,hRSV/A/England/397/2017,465,779
466,hRSV/A/England/397/2017,466,781
467,hRSV/A/England/397/2017,467,783
468,hRSV/A/England/397/2017,468,783
469,hRSV/A/England/397/2017,469,783
470,hRSV/A/England/397/2017,470,808
471,hRSV/A/England/397/2017,471,815
472,hRSV/A/England/397/2017,472,816
473,hRSV/A/England/397/2017,473,816
474,hRSV/A/England/397/2017,474,839
475,hRSV/A/England/397/2017,475,840
476,hRSV/A/England/397/2017,476,844
477,hRSV/A/England/397/2017,477,848
478,hRSV/A/England/397/2017,478,849
479,hRSV/A/England/397/2017,479,854
480,hRSV/A/England/397/2017,480,859
481,hRSV/A/England/397/2017,481,859
482,hRSV/A/England/397/2017,482,869
483,hRSV/A/England/397/2017,483,869
484,hRSV/A/England/397/2017,484,883
485,hRSV/A/England/397/2017,485,881
486,hRSV/A/England/397/2017,486,877
487,hRSV/A/England/397/2017,487,879
488,hRSV/A/England/397/2017,488,902
489,hRSV/A/England/397/2017,489,901
490,hRSV/A/England/397/2017,490,902
491,hRSV/A/England/397/2017,491,889
492,hRSV/A/England/397/2017,492,888
493,hRSV/A/England/397/2017,493,863
494,hRSV/A/England/397/2017,494,872
495,hRSV/A/England/397/2017,495,878
496,hRSV/A/England/397/2017,496,882
497,hRSV/A/England/397/2017,497,883
498,hRSV/A/England/397/2017,498,880
499,hRSV/A/England/397/2017,499,881
500,hRSV/A/England/397/2017,500,874
501,hRSV/A/England/397/2017,501,876
502,hRSV/A/England/397/2017,502,871
503,hRSV/A/England/397/2017,503,873
504,hRSV/A/England/397/2017,504,871
505,hRSV/A/England/397/2017,505,870
506,hRSV/A/England/397/2017,506,872
507,hRSV/A/England/397/2017,507,875
508,hRSV/A/England/397/2017,508,877
509,hRSV/A/England/397/2017,509,865
510,hRSV/A/England/397/2017,510,865
511,hRSV/A/England/397/2017,511,874
512,hRSV/A/England/397/2017,512,872
513,hRSV/A/England/397/2017,513,880
514,hRSV/A/England/397/2017,514,880
515,hRSV/A/England/397/2017,515,887
516,hRSV/A/England/397/2017,516,887
517,hRSV/A/England/397/2017,517,884
518,hRSV/A/England/397/2017,518,886
519,hRSV/A/England/397/2017,519,885
520,hRSV/A/England/397/2017,520,887
521,hRSV/A/England/397/2017,521,889
522,hRSV/A/England/397/2017,522,917
523,hRSV/A/England/397/2017,523,914
524,hRSV/A/England/397/2017,524,915
525,hRSV/A/England/397/2017,525,916
526,hRSV/A/England/397/2017,526,921
527,hRSV/A/England/397/2017,527,915
528,hRSV/A/England/397/2017,528,928
529,hRSV/A/England/397/2017,529,919
530,hRSV/A/England/397/2017,530,903
531,hRSV/A/England/397/2017,531,871
532,hRSV/A/England/397/2017,532,872
533,hRSV/A/England/397/2017,533,862
534,hRSV/A/England/397/2017,534,869
535,hRSV/A/England/397/2017,535,861
536,hRSV/A/England/397/2017,536,861
537,hRSV/A/England/397/2017,537,854
538,hRSV/A/England/397/2017,538,825
539,hRSV/A/England/397/2017,539,797
540,hRSV/A/England/397/2017,540,811
541,hRSV/A/England/397/2017,541,805
542,hRSV/A/England/397/2017,542,800
543,hRSV/A/England/397/2017,543,799
544,hRSV/A/England/397/2017,544,793
545,hRSV/A/England/397/2017,545,792
546,hRSV/A/England/397/2017,546,778
547,hRSV/A/England/397/2017,547,780
548,hRSV/A/England/397/2017,548,767
549,hRSV/A/England/397/2017,549,743
550,hRSV/A/England/397/2017,550,747
551,hRSV/A/England/397/2017,551,746
552,hRSV/A/England/397/2017,552,746
553,hRSV/A/England/397/2017,553,746
554,hRSV/A/England/397/2017,554,739
555,hRSV/A/England/397/2017,555,739
556,hRSV/A/England/397/2017,556,740
557,hRSV/A/England/397/2017,557,743
558,hRSV/A/England/397/2017,558,725
559,hRSV/A/England/397/2017,559,734
560,hRSV/A/England/397/2017,560,742
561,hRSV/A/England/397/2017,561,742
562,hRSV/A/England/397/2017,562,742
563,hRSV/A/England/397/2017,563,721
564,hRSV/A/England/397/2017,564,716
565,hRSV/A/England/397/2017,565,714
566,hRSV/A/England/397/2017,566,709
567,hRSV/A/England/397/2017,567,701
568,hRSV/A/England/397/2017,568,701
569,hRSV/A/England/397/2017,569,703
570,hRSV/A/England/397/2017,570,699
571,hRSV/A/England/397/2017,571,696
572,hRSV/A/England/397/2017,572,723
573,hRSV/A/England/397/2017,573,714
574,hRSV/A/England/397/2017,574,741
575,hRSV/A/England/397/2017,575,741
576,hRSV/A/England/397/2017,576,739
577,hRSV/A/England/397/2017,577,739
578,hRSV/A/England/397/2017,578,734
579,hRSV/A/England/397/2017,579,737
580,hRSV/A/England/397/2017,580,747
581,hRSV/A/England/397/2017,581,745
582,hRSV/A/England/397/2017,582,753
583,hRSV/A/England/397/2017,583,739
584,hRSV/A/England/397/2017,584,732
585,hRSV/A/England/397/2017,585,715
586,hRSV/A/England/397/2017,586,706
587,hRSV/A/England/397/2017,587,706
588,hRSV/A/England/397/2017,588,702
589,hRSV/A/England/397/2017,589,706
590,hRSV/A/England/397/2017,590,706
591,hRSV/A/England/397/2017,591,712
592,hRSV/A/England/397/2017,592,716
593,hRSV/A/England/397/2017,593,716
594,hRSV/A/England/397/2017,594,730
595,hRSV/A/England/397/2017,595,728
596,hRSV/A/England/397/2017,596,762
597,hRSV/A/England/397/2017,597,759
598,hRSV/A/England/397/2017,598,761
599,hRSV/A/England/397/2017,599,761
600,hRSV/A/England/397/2017,600,755
601,hRSV/A/England/397/2017,601,757
602,hRSV/A/England/397/2017,602,758
603,hRSV/A/England/397/2017,603,753
604,hRSV/A/England/397/2017,604,760
605,hRSV/A/England/397/2017,605,744
606,hRSV/A/England/397/2017,606,753
607,hRSV/A/England/397/2017,607,751
608,hRSV/A/England/397/2017,608,759
609,hRSV/A/England/397/2017,609,774
610,hRSV/A/England/397/2017,610,777
611,hRSV/A/England/397/2017,611,781
612,hRSV/A/England/397/2017,612,779
613,hRSV/A/England/397/2017,613,831
614,hRSV/A/England/397/2017,614,828
615,hRSV/A/England/397/2017,615,839
616,hRSV/A/England/397/2017,616,844
617,hRSV/A/England/397/2017,617,821
618,hRSV/A/England/397/2017,618,829
619,hRSV/A/England/397/2017,619,827
620,hRSV/A/England/397/2017,620,826
621,hRSV/A/England/397/2017,621,835
622,hRSV/A/England/397/2017,622,802
623,hRSV/A/England/397/2017,623,805
624,hRSV/A/England/397/2017,624,806
625,hRSV/A/England/397/2017,625,800
626,hRSV/A/England/397/2017,626,850
627,hRSV/A/England/397/2017,627,848
628,hRSV/A/England/397/2017,628,847
629,hRSV/A/England/397/2017,629,841
630,hRSV/A/England/397/2017,630,844
631,hRSV/A/England/397/2017,631,851
632,hRSV/A/England/397/2017,632,843
633,hRSV/A/England/397/2017,633,843
634,hRSV/A/England/397/2017,634,893
635,hRSV/A/England/397/2017,635,893
636,hRSV/A/England/397/2017,636,855
637,hRSV/A/England/397/2017,637,861
638,hRSV/A/England/397/2017,638,858
639,hRSV/A/England/397/2017,639,850
640,hRSV/A/England/397/2017,640,849
641,hRSV/A/England/397/2017,641,854
642,hRSV/A/England/397/2017,642,869
643,hRSV/A/England/397/2017,643,866
644,hRSV/A/England/397/2017,644,865
645,hRSV/A/England/397/2017,645,865
646,hRSV/A/England/397/2017,646,859
647,hRSV/A/England/397/2017,647,860
648,hRSV/A/England/397/2017,648,863
649,hRSV/A/England/397/2017,649,871
650,hRSV/A/England/397/2017,650,867
651,hRSV/A/England/397/2017,651,859
652,hRSV/A/England/397/2017,652,858
653,hRSV/A/England/397/2017,653,857
654,hRSV/A/England/397/2017,654,865
655,hRSV/A/England/397/2017,655,864
656,hRSV/A/England/397/2017,656,870
657,hRSV/A/England/397/2017,657,866
658,hRSV/A/England/397/2017,658,857
659,hRSV/A/England/397/2017,659,858
660,hRSV/A/England/397/2017,660,858
661,hRSV/A/England/397/2017,661,856
662,hRSV/A/England/397/2017,662,853
663,hRSV/A/England/397/2017,663,842
664,hRSV/A/England/397/2017,664,852
665,hRSV/A/England/397/2017,665,848
666,hRSV/A/England/397/2017,666,847
667,hRSV/A/England/397/2017,667,844
668,hRSV/A/England/397/2017,668,842
669,hRSV/A/England/397/2017,669,844
670,hRSV/A/England/397/2017,670,836
671,hRSV/A/England/397/2017,671,836
672,hRSV/A/England/397/2017,672,843
673,hRSV/A/England/397/2017,673,838
674,hRSV/A/England/397/2017,674,851
675,hRSV/A/England/397/2017,675,855
676,hRSV/A/England/397/2017,676,852
677,hRSV/A/England/397/2017,677,851
678,hRSV/A/England/397/2017,678,834
679,hRSV/A/England/397/2017,679,826
680,hRSV/A/England/397/2017,680,825
681,hRSV/A/England/397/2017,681,800
682,hRSV/A/England/397/2017,682,791
683,hRSV/A/England/397/2017,683,795
684,hRSV/A/England/397/2017,684,791
685,hRSV/A/England/397/2017,685,791
686,hRSV/A/England/397/2017,686,780
687,hRSV/A/England/397/2017,687,776
688,hRSV/A/England/397/2017,688,776
689,hRSV/A/England/397/2017,689,776
690,hRSV/A/England/397/2017,690,776
691,hRSV/A/England/397/2017,691,775
692,hRSV/A/England/397/2017,692,741
693,hRSV/A/England/397/2017,693,741
694,hRSV/A/England/397/2017,694,741
695,hRSV/A/England/397/2017,695,741
