#indeks,segment,pozycja,pokrycie
291,hRSV/A/England/397/2017,291,662
292,hRSV/A/England/397/2017,292,657
293,hRSV/A/England/397/2017,293,658
294,hRSV/A/England/397/2017,294,660
295,hRSV/A/England/397/2017,295,660
296,hRSV/A/England/397/2017,296,673
297,hRSV/A/England/397/2017,297,683
298,hRSV/A/England/397/2017,298,687
299,hRSV/A/England/397/2017,299,719
300,hRSV/A/England/397/2017,300,704
301,hRSV/A/England/397/2017,301,713
302,hRSV/A/England/397/2017,302,721
303,hRSV/A/England/397/2017,303,718
304,hRSV/A/England/397/2017,304,721
305,hRSV/A/England/397/2017,305,716
306,hRSV/A/England/397/2017,306,707
307,hRSV/A/England/397/2017,307,709
308,hRSV/A/England/397/2017,308,712
309,hRSV/A/England/397/2017,309,712
310,hRSV/A/England/397/2017,310,714
311,hRSV/A/England/397/2017,311,716
312,hRSV/A/England/397/2017,312,713
313,hRSV/A/England/397/2017,313,754
314,hRSV/A/England/397/2017,314,764
315,hRSV/A/England/397/2017,315,759
316,hRSV/A/England/397/2017,316,764
317,hRSV/A/England/397/2017,317,760
318,hRSV/A/England/397/2017,318,772
319,hRSV/A/England/397/2017,319,771
320,hRSV/A/England/397/2017,320,768
321,hRSV/A/England/397/2017,321,790
322,hRSV/A/England/397/2017,322,748
323,hRSV/A/England/397/2017,323,746
324,hRSV/A/England/397/2017,324,742
325,hRSV/A/England/397/2017,325,739
326,hRSV/A/England/397/2017,326,742
327,hRSV/A/England/397/2017,327,737
328,hRSV/A/England/397/2017,328,752
329,hRSV/A/England/397/2017,329,763
330,hRSV/A/England/397/2017,330,760
331,hRSV/A/England/397/2017,331,760
332,hRSV/A/England/397/2017,332,784
333,hRSV/A/England/397/2017,333,786
334,hRSV/A/England/397/2017,334,786
335,hRSV/A/England/397/2017,335,789
336,hRSV/A/England/397/2017,336,777
337,hRSV/A/England/397/2017,337,752
338,hRSV/A/England/397/2017,338,740
339,hRSV/A/England/397/2017,339,740
340,hRSV/A/England/397/2017,340,735
341,hRSV/A/England/397/2017,341,727
342,hRSV/A/England/397/2017,342,725
343,hRSV/A/England/397/2017,343,727
344,hRSV/A/England/397/2017,344,727
345,hRSV/A/England/397/2017,345,727
346,hRSV/A/England/397/2017,346,725
347,hRSV/A/England/397/2017,347,723
348,hRSV/A/England/397/2017,348,722
349,hRSV/A/England/397/2017,349,737
350,hRSV/A/England/397/2017,350,739
351,hRSV/A/England/397/2017,351,751
352,hRSV/A/England/397/2017,352,756
353,hRSV/A/England/397/2017,353,754
354,hRSV/A/England/397/2017,354,759
355,hRSV/A/England/397/2017,355,760
356,hRSV/A/England/397/2017,356,760
357,hRSV/A/England/397/2017,357,759
358,hRSV/A/England/397/2017,358,761
359,hRSV/A/England/397/2017,359,733
360,hRSV/A/England/397/2017,360,736
361,hRSV/A/England/397/2017,361,732
362,hRSV/A/England/397/2017,362,740
363,hRSV/A/England/397/2017,363,740
364,hRSV/A/England/397/2017,364,737
365,hRSV/A/England/397/2017,365,737
366,hRSV/A/England/397/2017,366,735
367,hRSV/A/England/397/2017,367,738
368,hRSV/A/England/397/2017,368,738
369,hRSV/A/England/397/2017,369,740
370,hRSV/A/England/397/2017,370,742
371,hRSV/A/England/397/2017,371,712
372,hRSV/A/England/397/2017,372,707
373,hRSV/A/England/397/2017,373,705
374,hRSV/A/England/397/2017,374,705
375,hRSV/A/England/397/2017,375,700
376,hRSV/A/England/397/2017,376,689
377,hRSV/A/England/397/2017,377,689
378,hRSV/A/England/397/2017,378,681
379,hRSV/A/England/397/2017,379,660
380,hRSV/A/England/397/2017,380,657
381,hRSV/A/England/397/2017,381,657
382,hRSV/A/England/397/2017,382,657
383,hRSV/A/England/397/2017,383,657
384,hRSV/A/England/397/2017,384,656
385,hRSV/A/England/397/2017,385,655
386,hRSV/A/England/397/2017,386,594
387,hRSV/A/England/397/2017,387,592
388,hRSV/A/England/397/2017,388,592
389,hRSV/A/England/397/2017,389,592
390,hRSV/A/England/397/2017,390,587
391,hRSV/A/England/397/2017,391,579
392,hRSV/A/England/397/2017,392,579
393,hRSV/A/England/397/2017,393,577
394,hRSV/A/England/397/2017,394,565
395,hRSV/A/England/397/2017,395,564
396,hRSV/A/England/397/2017,396,562
397,hRSV/A/England/397/2017,397,562
398,hRSV/A/England/397/2017,398,562
399,hRSV/A/England/397/2017,399,556
400,hRSV/A/England/397/2017,400,556
401,hRSV/A/England/397/2017,401,932
402,hRSV/A/England/397/2017,402,931
403,hRSV/A/England/397/2017,403,934
404,hRSV/A/England/397/2017,404,933
405,hRSV/A/England/397/2017,405,931
406,hRSV/A/England/397/2017,406,931
407,hRSV/A/England/397/2017,407,926
408,hRSV/A/England/397/2017,408,931
409,hRSV/A/England/397/2017,409,927
410,hRSV/A/England/397/2017,410,972
411,hRSV/A/England/397/2017,411,973
412,hRSV/A/England/397/2017,412,974
413,hRSV/A/England/397/2017,413,974
414,hRSV/A/England/397/2017,414,973
415,hRSV/A/England/397/2017,415,1001
416,hRSV/A/England/397/2017,416,1015
417,hRSV/A/England/397/2017,417,1020
418,hRSV/A/England/397/2017,418,1014
419,hRSV/A/England/397/2017,419,1010
420,hRSV/A/England/397/2017,420,1018
421,hRSV/A/England/397/2017,421,993
422,hRSV/A/England/397/2017,422,1004
423,hRSV/A/England/397/2017,423,1011
424,hRSV/A/England/397/2017,424,995
425,hRSV/A/England/397/2017,425,1017
426,hRSV/A/England/397/2017,426,1007
427,hRSV/A/England/397/2017,427,1004
428,hRSV/A/England/397/2017,428,1000
429,hRSV/A/England/397/2017,429,993
430,hRSV/A/England/397/2017,430,1005
431,hRSV/A/England/397/2017,431,1005
432,hRSV/A/England/397/2017,432,998
433,hRSV/A/England/397/2017,433,1009
434,hRSV/A/England/397/2017,434,966
435,hRSV/A/England/397/2017,435,981
436,hRSV/A/England/397/2017,436,982
437,hRSV/A/England/397/2017,437,997
438,hRSV/A/England/397/2017,438,1016
439,hRSV/A/England/397/2017,439,993
440,hRSV/A/England/397/2017,440,1006
441,hRSV/A/England/397/2017,441,1012
442,hRSV/A/England/397/2017,442,1009
443,hRSV/A/England/397/2017,443,1027
444,hRSV/A/England/397/2017,444,988
445,hRSV/A/England/397/2017,445,985
446,hRSV/A/England/397/2017,446,969
447,hRSV/A/England/397/2017,447,901
448,hRSV/A/England/397/2017,448,886
449,hRSV/A/England/397/2017,449,877
450,hRSV/A/England/397/2017,450,721
451,hRSV/A/England/397/2017,451,724
452,hRSV/A/England/397/2017,452,731
453,hRSV/A/England/397/2017,453,734
454,hRSV/A/England/397/2017,454,734
455,hRSV/A/England/397/2017,455,739
456,hRSV/A/England/397/2017,456,744
457,hRSV/A/England/397/2017,457,753
458,hRSV/A/England/397/2017,458,755
459,hRSV/A/England/397/2017,459,756
460,hRSV/A/England/397/2017,460,772
461,hRSV/A/England/397/2017,461,772
462,hRSV/A/England/397/2017,462,773
463,hRSV/A/England/397/2017,463,777
464,hRSV/A/England/397/2017,464,783
465,hRSV/A/England/397/2017,465,799
466,hRSV/A/England/397/2017,466,808
467,hRSV/A/England/397/2017,467,810
468,hRSV/A/England/397/2017,468,813
469,hRSV/A/England/397/2017,469,813
470,hRSV/A/England/397/2017,470,832
471,hRSV/A/England/397/2017,471,835
472,hRSV/A/England/397/2017,472,838
473,hRSV/A/England/397/2017,473,838
474,hRSV/A/England/397/2017,474,850
475,hRSV/A/England/397/2017,475,850
476,hRSV/A/England/397/2017,476,857
477,hRSV/A/England/397/2017,477,866
478,hRSV/A/England/397/2017,478,866
479,hRSV/A/England/397/2017,479,871
480,hRSV/A/England/397/2017,480,871
481,hRSV/A/England/397/2017,481,871
482,hRSV/A/England/397/2017,482,878
483,hRSV/A/England/397/2017,483,878
484,hRSV/A/England/397/2017,484,897
485,hRSV/A/England/397/2017,485,888
486,hRSV/A/England/397/2017,486,886
487,hRSV/A/England/397/2017,487,889
488,hRSV/A/England/397/2017,488,909
489,hRSV/A/England/397/2017,489,906
490,hRSV/A/England/397/2017,490,910
491,hRSV/A/England/397/2017,491,905
492,hRSV/A/England/397/2017,492,906
493,hRSV/A/England/397/2017,493,879
494,hRSV/A/England/397/2017,494,888
495,hRSV/A/England/397/2017,495,886
496,hRSV/A/England/397/2017,496,891
497,hRSV/A/England/397/2017,497,891
498,hRSV/A/England/397/2017,498,898
499,hRSV/A/England/397/2017,499,888
500,hRSV/A/England/397/2017,500,882
501,hRSV/A/England/397/2017,501,877
502,hRSV/A/England/397/2017,502,878
503,hRSV/A/England/397/2017,503,880
504,hRSV/A/England/397/2017,504,880
505,hRSV/A/England/397/2017,505,880
506,hRSV/A/England/397/2017,506,877
507,hRSV/A/England/397/2017,507,882
508,hRSV/A/England/397/2017,508,881
509,hRSV/A/England/397/2017,509,874
510,hRSV/A/England/397/2017,510,874
511,hRSV/A/England/397/2017,511,886
512,hRSV/A/England/397/2017,512,884
513,hRSV/A/England/397/2017,513,887
514,hRSV/A/England/397/2017,514,886
515,hRSV/A/England/397/2017,515,896
516,hRSV/A/England/397/2017,516,897
517,hRSV/A/England/397/2017,517,894
518,hRSV/A/England/397/2017,518,898
519,hRSV/A/England/397/2017,519,903
520,hRSV/A/England/397/2017,520,906
521,hRSV/A/England/397/2017,521,901
522,hRSV/A/England/397/2017,522,933
523,hRSV/A/England/397/2017,523,935
524,hRSV/A/England/397/2017,524,936
525,hRSV/A/England/397/2017,525,939
526,hRSV/A/England/397/2017,526,940
527,hRSV/A/England/397/2017,527,937
528,hRSV/A/England/397/2017,528,948
529,hRSV/A/England/397/2017,529,942
530,hRSV/A/England/397/2017,530,927
531,hRSV/A/England/397/2017,531,897
532,hRSV/A/England/397/2017,532,897
533,hRSV/A/England/397/2017,533,882
534,hRSV/A/England/397/2017,534,883
535,hRSV/A/England/397/2017,535,882
536,hRSV/A/England/397/2017,536,880
537,hRSV/A/England/397/2017,537,856
538,hRSV/A/England/397/2017,538,838
539,hRSV/A/England/397/2017,539,801
540,hRSV/A/England/397/2017,540,806
541,hRSV/A/England/397/2017,541,803
542,hRSV/A/England/397/2017,542,801
543,hRSV/A/England/397/2017,543,799
544,hRSV/A/England/397/2017,544,810
545,hRSV/A/England/397/2017,545,817
546,hRSV/A/England/397/2017,546,797
547,hRSV/A/England/397/2017,547,798
548,hRSV/A/England/397/2017,548,779
549,hRSV/A/England/397/2017,549,752
550,hRSV/A/England/397/2017,550,754
551,hRSV/A/England/397/2017,551,751
552,hRSV/A/England/397/2017,552,751
553,hRSV/A/England/397/2017,553,750
554,hRSV/A/England/397/2017,554,748
555,hRSV/A/England/397/2017,555,754
556,hRSV/A/England/397/2017,556,750
557,hRSV/A/England/397/2017,557,757
558,hRSV/A/England/397/2017,558,751
559,hRSV/A/England/397/2017,559,771
560,hRSV/A/England/397/2017,560,781
561,hRSV/A/England/397/2017,561,781
562,hRSV/A/England/397/2017,562,783
563,hRSV/A/England/397/2017,563,769
564,hRSV/A/England/397/2017,564,761
565,hRSV/A/England/397/2017,565,758
566,hRSV/A/England/397/2017,566,746
567,hRSV/A/England/397/2017,567,733
568,hRSV/A/England/397/2017,568,728
569,hRSV/A/England/397/2017,569,729
570,hRSV/A/England/397/2017,570,722
571,hRSV/A/England/397/2017,571,715
572,hRSV/A/England/397/2017,572,747
573,hRSV/A/England/397/2017,573,736
574,hRSV/A/England/397/2017,574,763
575,hRSV/A/England/397/2017,575,764
576,hRSV/A/England/397/2017,576,764
577,hRSV/A/England/397/2017,577,771
578,hRSV/A/England/397/2017,578,761
579,hRSV/A/England/397/2017,579,761
580,hRSV/A/England/397/2017,580,763
581,hRSV/A/England/397/2017,581,755
582,hRSV/A/England/397/2017,582,757
583,hRSV/A/England/397/2017,583,752
584,hRSV/A/England/397/2017,584,750
585,hRSV/A/England/397/2017,585,733
586,hRSV/A/England/397/2017,586,727
587,hRSV/A/England/397/2017,587,728
588,hRSV/A/England/397/2017,588,719
589,hRSV/A/England/397/2017,589,717
590,hRSV/A/England/397/2017,590,719
591,hRSV/A/England/397/2017,591,720
592,hRSV/A/England/397/2017,592,728
593,hRSV/A/England/397/2017,593,727
594,hRSV/A/England/397/2017,594,738
595,hRSV/A/England/397/2017,595,739
596,hRSV/A/England/397/2017,596,756
597,hRSV/A/England/397/2017,597,750
598,hRSV/A/England/397/2017,598,752
599,hRSV/A/England/397/2017,599,748
600,hRSV/A/England/397/2017,600,738
601,hRSV/A/England/397/2017,601,742
602,hRSV/A/England/397/2017,602,747
603,hRSV/A/England/397/2017,603,753
604,hRSV/A/England/397/2017,604,750
605,hRSV/A/England/397/2017,605,748
606,hRSV/A/England/397/2017,606,750
607,hRSV/A/England/397/2017,607,747
608,hRSV/A/England/397/2017,608,769
609,hRSV/A/England/397/2017,609,769
610,hRSV/A/England/397/2017,610,766
611,hRSV/A/England/397/2017,611,768
612,hRSV/A/England/397/2017,612,764
613,hRSV/A/England/397/2017,613,790
614,hRSV/A/England/397/2017,614,779
615,hRSV/A/England/397/2017,615,784
616,hRSV/A/England/397/2017,616,782
617,hRSV/A/England/397/2017,617,763
618,hRSV/A/England/397/2017,618,780
619,hRSV/A/England/397/2017,619,778
620,hRSV/A/England/397/2017,620,773
621,hRSV/A/England/397/2017,621,775
622,hRSV/A/England/397/2017,622,768
623,hRSV/A/England/397/2017,623,760
624,hRSV/A/England/397/2017,624,759
625,hRSV/A/England/397/2017,625,758
626,hRSV/A/England/397/2017,626,783
627,hRSV/A/England/397/2017,627,785
628,hRSV/A/England/397/2017,628,787
629,hRSV/A/England/397/2017,629,782
630,hRSV/A/England/397/2017,630,781
631,hRSV/A/England/397/2017,631,790
632,hRSV/A/England/397/2017,632,782
633,hRSV/A/England/397/2017,633,796
634,hRSV/A/England/397/2017,634,850
635,hRSV/A/England/397/2017,635,850
636,hRSV/A/England/397/2017,636,818
637,hRSV/A/England/397/2017,637,822
638,hRSV/A/England/397/2017,638,823
639,hRSV/A/England/397/2017,639,818
640,hRSV/A/England/397/2017,640,816
641,hRSV/A/England/397/2017,641,826
642,hRSV/A/England/397/2017,642,822
643,hRSV/A/England/397/2017,643,824
644,hRSV/A/England/397/2017,644,827
645,hRSV/A/England/397/2017,645,828
646,hRSV/A/England/397/2017,646,825
647,hRSV/A/England/397/2017,647,825
648,hRSV/A/England/397/2017,648,825
649,hRSV/A/England/397/2017,649,836
650,hRSV/A/England/397/2017,650,831
651,hRSV/A/England/397/2017,651,823
652,hRSV/A/England/397/2017,652,823
653,hRSV/A/England/397/2017,653,821
654,hRSV/A/England/397/2017,654,827
655,hRSV/A/England/397/2017,655,826
656,hRSV/A/England/397/2017,656,828
657,hRSV/A/England/397/2017,657,822
658,hRSV/A/England/397/2017,658,810
659,hRSV/A/England/397/2017,659,810
660,hRSV/A/England/397/2017,660,810
661,hRSV/A/England/397/2017,661,809
662,hRSV/A/England/397/2017,662,812
663,hRSV/A/England/397/2017,663,802
664,hRSV/A/England/397/2017,664,801
665,hRSV/A/England/397/2017,665,799
666,hRSV/A/England/397/2017,666,796
667,hRSV/A/England/397/2017,667,791
668,hRSV/A/England/397/2017,668,790
669,hRSV/A/England/397/2017,669,792
670,hRSV/A/England/397/2017,670,782
671,hRSV/A/England/397/2017,671,780
672,hRSV/A/England/397/2017,672,796
673,hRSV/A/England/397/2017,673,791
674,hRSV/A/England/397/2017,674,801
675,hRSV/A/England/397/2017,675,805
676,hRSV/A/England/397/2017,676,798
677,hRSV/A/England/397/2017,677,798
678,hRSV/A/England/397/2017,678,781
679,hRSV/A/England/397/2017,679,765
680,hRSV/A/England/397/2017,680,765
681,hRSV/A/England/397/2017,681,731
682,hRSV/A/England/397/2017,682,730
683,hRSV/A/England/397/2017,683,726
684,hRSV/A/England/397/2017,684,726
685,hRSV/A/England/397/2017,685,726
686,hRSV/A/England/397/2017,686,720
687,hRSV/A/England/397/2017,687,716
688,hRSV/A/England/397/2017,688,716
689,hRSV/A/England/397/2017,689,716
690,hRSV/A/England/397/2017,690,715
691,hRSV/A/England/397/2017,691,715
692,hRSV/A/England/397/2017,692,690
693,hRSV/A/England/397/2017,693,690
694,hRSV/A/England/397/2017,694,690
695,hRSV/A/England/397/2017,695,689
