#indeks,segment,pozycja,pokrycie
292,hRSV/A/England/397/2017,292,610
293,hRSV/A/England/397/2017,293,609
294,hRSV/A/England/397/2017,294,609
295,hRSV/A/England/397/2017,295,609
296,hRSV/A/England/397/2017,296,624
297,hRSV/A/England/397/2017,297,649
298,hRSV/A/England/397/2017,298,662
299,hRSV/A/England/397/2017,299,679
300,hRSV/A/England/397/2017,300,669
301,hRSV/A/England/397/2017,301,674
302,hRSV/A/England/397/2017,302,681
303,hRSV/A/England/397/2017,303,681
304,hRSV/A/England/397/2017,304,690
305,hRSV/A/England/397/2017,305,689
306,hRSV/A/England/397/2017,306,674
307,hRSV/A/England/397/2017,307,676
308,hRSV/A/England/397/2017,308,685
309,hRSV/A/England/397/2017,309,685
310,hRSV/A/England/397/2017,310,696
311,hRSV/A/England/397/2017,311,697
312,hRSV/A/England/397/2017,312,695
313,hRSV/A/England/397/2017,313,737
314,hRSV/A/England/397/2017,314,747
315,hRSV/A/England/397/2017,315,744
316,hRSV/A/England/397/2017,316,750
317,hRSV/A/England/397/2017,317,748
318,hRSV/A/England/397/2017,318,755
319,hRSV/A/England/397/2017,319,758
320,hRSV/A/England/397/2017,320,755
321,hRSV/A/England/397/2017,321,800
322,hRSV/A/England/397/2017,322,779
323,hRSV/A/England/397/2017,323,780
324,hRSV/A/England/397/2017,324,782
325,hRSV/A/England/397/2017,325,778
326,hRSV/A/England/397/2017,326,781
327,hRSV/A/England/397/2017,327,788
328,hRSV/A/England/397/2017,328,806
329,hRSV/A/England/397/2017,329,826
330,hRSV/A/England/397/2017,330,825
331,hRSV/A/England/397/2017,331,829
332,hRSV/A/England/397/2017,332,842
333,hRSV/A/England/397/2017,333,844
334,hRSV/A/England/397/2017,334,844
335,hRSV/A/England/397/2017,335,842
336,hRSV/A/England/397/2017,336,827
337,hRSV/A/England/397/2017,337,801
338,hRSV/A/England/397/2017,338,793
339,hRSV/A/England/397/2017,339,795
340,hRSV/A/England/397/2017,340,792
341,hRSV/A/England/397/2017,341,779
342,hRSV/A/England/397/2017,342,778
343,hRSV/A/England/397/2017,343,780
344,hRSV/A/England/397/2017,344,784
345,hRSV/A/England/397/2017,345,787
346,hRSV/A/England/397/2017,346,787
347,hRSV/A/England/397/2017,347,786
348,hRSV/A/England/397/2017,348,790
349,hRSV/A/England/397/2017,349,812
350,hRSV/A/England/397/2017,350,826
351,hRSV/A/England/397/2017,351,844
352,hRSV/A/England/397/2017,352,844
353,hRSV/A/England/397/2017,353,842
354,hRSV/A/England/397/2017,354,841
355,hRSV/A/England/397/2017,355,843
356,hRSV/A/England/397/2017,356,843
357,hRSV/A/England/397/2017,357,841
358,hRSV/A/England/397/2017,358,841
359,hRSV/A/England/397/2017,359,821
360,hRSV/A/England/397/2017,360,817
361,hRSV/A/England/397/2017,361,807
362,hRSV/A/England/397/2017,362,826
363,hRSV/A/England/397/2017,363,825
364,hRSV/A/England/397/2017,364,824
365,hRSV/A/England/397/2017,365,822
366,hRSV/A/England/397/2017,366,822
367,hRSV/A/England/397/2017,367,828
368,hRSV/A/England/397/2017,368,826
369,hRSV/A/England/397/2017,369,819
370,hRSV/A/England/397/2017,370,819
371,hRSV/A/England/397/2017,371,792
372,hRSV/A/England/397/2017,372,787
373,hRSV/A/England/397/2017,373,787
374,hRSV/A/England/397/2017,374,786
375,hRSV/A/England/397/2017,375,779
376,hRSV/A/England/397/2017,376,764
377,hRSV/A/England/397/2017,377,764
378,hRSV/A/England/397/2017,378,753
379,hRSV/A/England/397/2017,379,739
380,hRSV/A/England/397/2017,380,739
381,hRSV/A/England/397/2017,381,739
382,hRSV/A/England/397/2017,382,738
383,hRSV/A/England/397/2017,383,738
384,hRSV/A/England/397/2017,384,736
385,hRSV/A/England/397/2017,385,736
386,hRSV/A/England/397/2017,386,675
387,hRSV/A/England/397/2017,387,672
388,hRSV/A/England/397/2017,388,670
389,hRSV/A/England/397/2017,389,670
390,hRSV/A/England/397/2017,390,667
391,hRSV/A/England/397/2017,391,665
392,hRSV/A/England/397/2017,392,662
393,hRSV/A/England/397/2017,393,660
394,hRSV/A/England/397/2017,394,652
395,hRSV/A/England/397/2017,395,652
396,hRSV/A/England/397/2017,396,648
397,hRSV/A/England/397/2017,397,648
398,hRSV/A/England/397/2017,398,647
399,hRSV/A/England/397/2017,399,644
400,hRSV/A/England/397/2017,400,644
401,hRSV/A/England/397/2017,401,1007
402,hRSV/A/England/397/2017,402,1005
403,hRSV/A/England/397/2017,403,1007
404,hRSV/A/England/397/2017,404,1003
405,hRSV/A/England/397/2017,405,1002
406,hRSV/A/England/397/2017,406,1003
407,hRSV/A/England/397/2017,407,1002
408,hRSV/A/England/397/2017,408,1007
409,hRSV/A/England/397/2017,409,1008
410,hRSV/A/England/397/2017,410,1073
411,hRSV/A/England/397/2017,411,1073
412,hRSV/A/England/397/2017,412,1076
413,hRSV/A/England/397/2017,413,1083
414,hRSV/A/England/397/2017,414,1089
415,hRSV/A/England/397/2017,415,1124
416,hRSV/A/England/397/2017,416,1129
417,hRSV/A/England/397/2017,417,1136
418,hRSV/A/England/397/2017,418,1096
419,hRSV/A/England/397/2017,419,1076
420,hRSV/A/England/397/2017,420,1082
421,hRSV/A/England/397/2017,421,1067
422,hRSV/A/England/397/2017,422,1070
423,hRSV/A/England/397/2017,423,1074
424,hRSV/A/England/397/2017,424,1055
425,hRSV/A/England/397/2017,425,1089
426,hRSV/A/England/397/2017,426,1080
427,hRSV/A/England/397/2017,427,1077
428,hRSV/A/England/397/2017,428,1073
429,hRSV/A/England/397/2017,429,1076
430,hRSV/A/England/397/2017,430,1096
431,hRSV/A/England/397/2017,431,1087
432,hRSV/A/England/397/2017,432,1080
433,hRSV/A/England/397/2017,433,1086
434,hRSV/A/England/397/2017,434,1033
435,hRSV/A/England/397/2017,435,1049
436,hRSV/A/England/397/2017,436,1051
437,hRSV/A/England/397/2017,437,1060
438,hRSV/A/England/397/2017,438,1077
439,hRSV/A/England/397/2017,439,1039
440,hRSV/A/England/397/2017,440,1050
441,hRSV/A/England/397/2017,441,1054
442,hRSV/A/England/397/2017,442,1045
443,hRSV/A/England/397/2017,443,1063
444,hRSV/A/England/397/2017,444,1008
445,hRSV/A/England/397/2017,445,1003
446,hRSV/A/England/397/2017,446,979
447,hRSV/A/England/397/2017,447,936
448,hRSV/A/England/397/2017,448,931
449,hRSV/A/England/397/2017,449,918
450,hRSV/A/England/397/2017,450,727
451,hRSV/A/England/397/2017,451,733
452,hRSV/A/England/397/2017,452,735
453,hRSV/A/England/397/2017,453,735
454,hRSV/A/England/397/2017,454,735
455,hRSV/A/England/397/2017,455,737
456,hRSV/A/England/397/2017,456,743
457,hRSV/A/England/397/2017,457,757
458,hRSV/A/England/397/2017,458,759
459,hRSV/A/England/397/2017,459,763
460,hRSV/A/England/397/2017,460,764
461,hRSV/A/England/397/2017,461,764
462,hRSV/A/England/397/2017,462,765
463,hRSV/A/England/397/2017,463,765
464,hRSV/A/England/397/2017,464,772
465,hRSV/A/England/397/2017,465,779
466,hRSV/A/England/397/2017,466,783
467,hRSV/A/England/397/2017,467,787
468,hRSV/A/England/397/2017,468,789
469,hRSV/A/England/397/2017,469,790
470,hRSV/A/England/397/2017,470,808
471,hRSV/A/England/397/2017,471,810
472,hRSV/A/England/397/2017,472,815
473,hRSV/A/England/397/2017,473,815
474,hRSV/A/England/397/2017,474,827
475,hRSV/A/England/397/2017,475,827
476,hRSV/A/England/397/2017,476,832
477,hRSV/A/England/397/2017,477,839
478,hRSV/A/England/397/2017,478,839
479,hRSV/A/England/397/2017,479,845
480,hRSV/A/England/397/2017,480,845
481,hRSV/A/England/397/2017,481,842
482,hRSV/A/England/397/2017,482,854
483,hRSV/A/England/397/2017,483,855
484,hRSV/A/England/397/2017,484,883
485,hRSV/A/England/397/2017,485,881
486,hRSV/A/England/397/2017,486,885
487,hRSV/A/England/397/2017,487,888
488,hRSV/A/England/397/2017,488,900
489,hRSV/A/England/397/2017,489,900
490,hRSV/A/England/397/2017,490,902
491,hRSV/A/England/397/2017,491,887
492,hRSV/A/England/397/2017,492,888
493,hRSV/A/England/397/2017,493,875
494,hRSV/A/England/397/2017,494,879
495,hRSV/A/England/397/2017,495,880
496,hRSV/A/England/397/2017,496,882
497,hRSV/A/England/397/2017,497,882
498,hRSV/A/England/397/2017,498,879
499,hRSV/A/England/397/2017,499,878
500,hRSV/A/England/397/2017,500,866
501,hRSV/A/England/397/2017,501,866
502,hRSV/A/England/397/2017,502,869
503,hRSV/A/England/397/2017,503,864
504,hRSV/A/England/397/2017,504,860
505,hRSV/A/England/397/2017,505,852
506,hRSV/A/England/397/2017,506,852
507,hRSV/A/England/397/2017,507,859
508,hRSV/A/England/397/2017,508,865
509,hRSV/A/England/397/2017,509,855
510,hRSV/A/England/397/2017,510,857
511,hRSV/A/England/397/2017,511,872
512,hRSV/A/England/397/2017,512,871
513,hRSV/A/England/397/2017,513,873
514,hRSV/A/England/397/2017,514,871
515,hRSV/A/England/397/2017,515,879
516,hRSV/A/England/397/2017,516,874
517,hRSV/A/England/397/2017,517,871
518,hRSV/A/England/397/2017,518,870
519,hRSV/A/England/397/2017,519,870
520,hRSV/A/England/397/2017,520,875
521,hRSV/A/England/397/2017,521,876
522,hRSV/A/England/397/2017,522,898
523,hRSV/A/England/397/2017,523,898
524,hRSV/A/England/397/2017,524,901
525,hRSV/A/England/397/2017,525,903
526,hRSV/A/England/397/2017,526,909
527,hRSV/A/England/397/2017,527,899
528,hRSV/A/England/397/2017,528,918
529,hRSV/A/England/397/2017,529,914
530,hRSV/A/England/397/2017,530,893
531,hRSV/A/England/397/2017,531,855
532,hRSV/A/England/397/2017,532,857
533,hRSV/A/England/397/2017,533,826
534,hRSV/A/England/397/2017,534,836
535,hRSV/A/England/397/2017,535,838
536,hRSV/A/England/397/2017,536,838
537,hRSV/A/England/397/2017,537,806
538,hRSV/A/England/397/2017,538,783
539,hRSV/A/England/397/2017,539,738
540,hRSV/A/England/397/2017,540,757
541,hRSV/A/England/397/2017,541,757
542,hRSV/A/England/397/2017,542,755
543,hRSV/A/England/397/2017,543,753
544,hRSV/A/England/397/2017,544,760
545,hRSV/A/England/397/2017,545,763
546,hRSV/A/England/397/2017,546,748
547,hRSV/A/England/397/2017,547,748
548,hRSV/A/England/397/2017,548,740
549,hRSV/A/England/397/2017,549,712
550,hRSV/A/England/397/2017,550,711
551,hRSV/A/England/397/2017,551,709
552,hRSV/A/England/397/2017,552,710
553,hRSV/A/England/397/2017,553,710
554,hRSV/A/England/397/2017,554,701
555,hRSV/A/England/397/2017,555,704
556,hRSV/A/England/397/2017,556,705
557,hRSV/A/England/397/2017,557,710
558,hRSV/A/England/397/2017,558,687
559,hRSV/A/England/397/2017,559,705
560,hRSV/A/England/397/2017,560,710
561,hRSV/A/England/397/2017,561,705
562,hRSV/A/England/397/2017,562,706
563,hRSV/A/England/397/2017,563,694
564,hRSV/A/England/397/2017,564,686
565,hRSV/A/England/397/2017,565,677
566,hRSV/A/England/397/2017,566,676
567,hRSV/A/England/397/2017,567,665
568,hRSV/A/England/397/2017,568,666
569,hRSV/A/England/397/2017,569,670
570,hRSV/A/England/397/2017,570,664
571,hRSV/A/England/397/2017,571,654
572,hRSV/A/England/397/2017,572,673
573,hRSV/A/England/397/2017,573,663
574,hRSV/A/England/397/2017,574,680
575,hRSV/A/England/397/2017,575,682
576,hRSV/A/England/397/2017,576,679
577,hRSV/A/England/397/2017,577,682
578,hRSV/A/England/397/2017,578,674
579,hRSV/A/England/397/2017,579,676
580,hRSV/A/England/397/2017,580,681
581,hRSV/A/England/397/2017,581,679
582,hRSV/A/England/397/2017,582,684
583,hRSV/A/England/397/2017,583,679
584,hRSV/A/England/397/2017,584,676
585,hRSV/A/England/397/2017,585,663
586,hRSV/A/England/397/2017,586,652
587,hRSV/A/England/397/2017,587,651
588,hRSV/A/England/397/2017,588,645
589,hRSV/A/England/397/2017,589,642
590,hRSV/A/England/397/2017,590,645
591,hRSV/A/England/397/2017,591,654
592,hRSV/A/England/397/2017,592,659
593,hRSV/A/England/397/2017,593,659
594,hRSV/A/England/397/2017,594,663
595,hRSV/A/England/397/2017,595,663
596,hRSV/A/England/397/2017,596,689
597,hRSV/A/England/397/2017,597,696
598,hRSV/A/England/397/2017,598,700
599,hRSV/A/England/397/2017,599,698
600,hRSV/A/England/397/2017,600,696
601,hRSV/A/England/397/2017,601,702
602,hRSV/A/England/397/2017,602,704
603,hRSV/A/England/397/2017,603,708
604,hRSV/A/England/397/2017,604,713
605,hRSV/A/England/397/2017,605,704
606,hRSV/A/England/397/2017,606,723
607,hRSV/A/England/397/2017,607,715
608,hRSV/A/England/397/2017,608,746
609,hRSV/A/England/397/2017,609,746
610,hRSV/A/England/397/2017,610,747
611,hRSV/A/England/397/2017,611,764
612,hRSV/A/England/397/2017,612,757
613,hRSV/A/England/397/2017,613,795
614,hRSV/A/England/397/2017,614,793
615,hRSV/A/England/397/2017,615,793
616,hRSV/A/England/397/2017,616,800
617,hRSV/A/England/397/2017,617,792
618,hRSV/A/England/397/2017,618,803
619,hRSV/A/England/397/2017,619,807
620,hRSV/A/England/397/2017,620,798
621,hRSV/A/England/397/2017,621,803
622,hRSV/A/England/397/2017,622,773
623,hRSV/A/England/397/2017,623,774
624,hRSV/A/England/397/2017,624,769
625,hRSV/A/England/397/2017,625,760
626,hRSV/A/England/397/2017,626,777
627,hRSV/A/England/397/2017,627,779
628,hRSV/A/England/397/2017,628,783
629,hRSV/A/England/397/2017,629,777
630,hRSV/A/England/397/2017,630,773
631,hRSV/A/England/397/2017,631,776
632,hRSV/A/England/397/2017,632,758
633,hRSV/A/England/397/2017,633,759
634,hRSV/A/England/397/2017,634,808
635,hRSV/A/England/397/2017,635,808
636,hRSV/A/England/397/2017,636,778
637,hRSV/A/England/397/2017,637,786
638,hRSV/A/England/397/2017,638,787
639,hRSV/A/England/397/2017,639,789
640,hRSV/A/England/397/2017,640,791
641,hRSV/A/England/397/2017,641,792
642,hRSV/A/England/397/2017,642,794
643,hRSV/A/England/397/2017,643,791
644,hRSV/A/England/397/2017,644,799
645,hRSV/A/England/397/2017,645,798
646,hRSV/A/England/397/2017,646,792
647,hRSV/A/England/397/2017,647,795
648,hRSV/A/England/397/2017,648,795
649,hRSV/A/England/397/2017,649,805
650,hRSV/A/England/397/2017,650,802
651,hRSV/A/England/397/2017,651,799
652,hRSV/A/England/397/2017,652,799
653,hRSV/A/England/397/2017,653,797
654,hRSV/A/England/397/2017,654,805
655,hRSV/A/England/397/2017,655,798
656,hRSV/A/England/397/2017,656,802
657,hRSV/A/England/397/2017,657,799
658,hRSV/A/England/397/2017,658,787
659,hRSV/A/England/397/2017,659,787
660,hRSV/A/England/397/2017,660,788
661,hRSV/A/England/397/2017,661,784
662,hRSV/A/England/397/2017,662,786
663,hRSV/A/England/397/2017,663,775
664,hRSV/A/England/397/2017,664,782
665,hRSV/A/England/397/2017,665,776
666,hRSV/A/England/397/2017,666,776
667,hRSV/A/England/397/2017,667,776
668,hRSV/A/England/397/2017,668,775
669,hRSV/A/England/397/2017,669,774
670,hRSV/A/England/397/2017,670,762
671,hRSV/A/England/397/2017,671,758
672,hRSV/A/England/397/2017,672,783
673,hRSV/A/England/397/2017,673,777
674,hRSV/A/England/397/2017,674,789
675,hRSV/A/England/397/2017,675,793
676,hRSV/A/England/397/2017,676,789
677,hRSV/A/England/397/2017,677,791
678,hRSV/A/England/397/2017,678,779
679,hRSV/A/England/397/2017,679,769
680,hRSV/A/England/397/2017,680,766
681,hRSV/A/England/397/2017,681,736
682,hRSV/A/England/397/2017,682,726
683,hRSV/A/England/397/2017,683,730
684,hRSV/A/England/397/2017,684,727
685,hRSV/A/England/397/2017,685,725
686,hRSV/A/England/397/2017,686,716
687,hRSV/A/England/397/2017,687,712
688,hRSV/A/England/397/2017,688,712
689,hRSV/A/England/397/2017,689,712
690,hRSV/A/England/397/2017,690,709
691,hRSV/A/England/397/2017,691,708
692,hRSV/A/England/397/2017,692,674
693,hRSV/A/England/397/2017,693,673
694,hRSV/A/England/397/2017,694,672
695,hRSV/A/England/397/2017,695,671
